movieId,released,title,actors,director,genres,imdbRating,Name,Movie_Info
5572,2002-09-13,Barbershop,Anthony Anderson|Ice Cube|Sean Patrick Thomas|Cedric the Entertainer,Tim Story,Comedy,6.3,Barbershop,"Shortly after the film's theatrical release in late September 2002, Rev. Jesse Jackson and Rev. Al Sharpton protested over some of the statements made by Cedric The Entertainer's character Eddie about African-American historical figures Rosa Parks (""Rosa Parks ain't do nuthin' but sit her Black ass down; there was a whole lotta other people that sat down on the bus, and they did it way before Rosa did!""), Rev. Dr. Martin Luther King, Jr. (""Martin Luther King was a ho [whore]!""), and Jackson himself (""Fuck Jesse Jackson""). Jackson and Sharpton pressured MGM to edit these scenes out of the film before its DVD release in January 2003; the film was released with the ""controversial"" scenes intact.,When Calvin is driving Ricky, after Ricky throws the gun in the river, he makes a left turn. His hands move and the background scenery changes accordingly, but he only slides his hand over the steering wheel, which stays still.,Eddie: There are three things that Black people need to tell the truth about. Number one: Rodney King should've gotten his ass beat for being drunk in a Hyundai in a white part of Los Angeles. Number two: O.J. did it! And number three: Rosa Parks didn't do nuthin' but sit her Black ass down!,UK video version was edited (for language) by 51 sec. to secure a '12' rating. Additionaly some of the supplementary material for the DVD was cut (47 sec.) to keep the video rating. An uncut '15' was available to the distributor.,Featured in Uncensored Comedy: That's Not Funny! (2003),Trade It All (Part 2)
Written by Brandon Casey (as B. Casey), Brian Casey (as B. Casey), Duro (as K. Ifill),
Fabolous (as J. Jackson), DJ Clue (as E. Shaw), Loon (as C. Hawkins)
Performed by Fabolous featuring Sean 'Diddy' Combs (as P. Diddy) & Jagged Edge
Courtesy of Desert Storm/Elektra Records,Likable, engaging story about the day-to-day operation of a black barbershop in downtown Chicago. The plot centers around Calvin Palmer, a promising young barber who inherited the family-owned shop years earlier from his late father and his attempts to save the shop from foreclosure even if it means agreeing to an offer from a miserly neighborhood loan shark. Cast is appealing and enthusiastic, the story interesting and well-intended, but it's let down by bickering characters, uneven comedy, and a few distracting subplots. A decent way to pass the time, and a good change of pace for lead actor Cube, but it's never quite as on target as it needs to be. **½,"
5582,1992-09-18,Captain Ron,Mary Kay Place|Martin Short|Kurt Russell|Benjamin Salisbury,Thom Eberhardt,Comedy|Adventure,5.6,Captain Ron,"From Meg 2: The Trench to The Shallows these movies are the gold standard for aquatic action.,Both of the cars that Captain Ron drives in the movie are missing a headlight on the same side as his missing eye.,When Ben spills milk on his mother's plans, he picks up the carton. In the next shot the carton is on its side again.,Caroline Harvey: Captain Ron, I was wondering. Are we going to be going to any more ""human"" type places?
Captain Ron: Well, you heard of St. Croix?
Caroline Harvey: Yeah.
Captain Ron: We're going to the island just to the left of it.
Caroline Harvey: What's it called?,Featured in The Charles Grodin Show: Episode #1.1 (1995),Zombies from Hell
Written by Daniel Arlie
Performed by T-Ride
Courtesy of Hollywood Records
[plays in the car as Caroline and her boyfriend make out],Every time i want to laugh, when i see this movie on, i catch a glimpse. This movie is guaranteed to make you laugh. And Mary Kay Place is such EYE candy for us men. She represents the type of woman we men would ask to marry. Beautiful yet supportive of her family and children. However, Kurt Russell steals the show. This movie was a role reversal where Martin Short is the serious one and Kurt is the odd-ball. It excellently shows how an outsider can help indirectly to save a group from its own fears and inadequacies. anyway, you will laugh your head off. The location shooting was just beautiful - makes me want to purchase a boat.,"
5632,2002-04-19,Bloody Sunday,James Nesbitt|Allan Gildea|Gerard Crossan|Mary Moulds,Paul Greengrass,Drama,7.7,Bloody Sunday,"Ruled ineligible to compete for an Oscar in 2003 because it was shown on Irish and British television on the same night that it premiered in a London theater, a violation of the motion picture academy's Rule 3, which requires a six-month wait between the time it is shown in theaters and the time it is shown on TV.,The marchers carry homemade cardboard signs with slogans written on them. When shown from behind, some have modern printing (""Made in China"") on them that are not appropriate for 1972.,Ivan Cooper: I just want to say this to the British Government... You know what you've just done, don't you? You've destroyed the civil rights movement, and you've given the IRA the biggest victory it will ever have. All over this city tonight, young men... boys will be joining the IRA, and you will reap a whirlwind.,The live rendition of U2's Sunday, Bloody Sunday continues to play for a full three minutes over a black screen after the credits finish rolling.,Featured in The 2003 IFP Independent Spirit Awards (2003),Sunday Bloody Sunday
Performed by U2
Written by U2
Published by Universal Music Publishing International BV
Except:
Blue Mountain Music LTD (UK), Mother Music (Ireland)
Courtesy of Universal Island Records LTD,Normally I don't enjoy the handheld documentary style films, as they tend to induce waves of nausea, but Bloody Sunday had me riveted from the word go. That we already know how it's going to end is irrelevant, the pressure building on the day of the march is almost unbearable. Though there's been criticism that the film is slanted towards the republican point of view, I found it balanced, even in the depiction of the soldiers and officers. Everybody certainly looked the part and I went away feeling some sympathy for both sides. Given the close quarters and inflammatory nature of the conflict, it's amazing that bloodbaths like this (soldiers blasting civilians) haven't happened more often in Northern Ireland. It's only now, that retired soldiers have broken ranks and talked about what actually happened, that a film like this can see the light of day.,"
5637,1992-11-14,Flirting,Nicole Kidman|Bartholomew Rose|Thandie Newton|Noah Taylor,John Duigan,Drama,7.3,Flirting,"In 2011, Thandiwe Newton told InStyle Magazine that during the filming of this movie, its director, John Duigan, coerced her into starting a sexual relationship with him, despite the fact that she was 16 and he was 39. She clarified in the interview that the relationship was not strictly illegal, since she was above the age of consent in Australia, but that it left her feeling ""self-destructive"" and not ""in control of the situation,"" and she had to have therapy later to come to terms with its ramifications.,Danny Embling: I don't think fate is a creature or a lady... like some people say. It's a tide of events sweeping us along. But I'm not a fatalist, because I believe you can swim against it... and sometimes grasp the hands of the clock face... and steal a few precious minutes. If you don't... you're just cartwheeled along. Before you know it, the magic opportunities lost. And for the rest of your life... it lingers on in that part of your mind... which dreams the very best dreams... taunting and tantalizing you with what might have been.,Featured in Siskel & Ebert: Jennifer 8/The Lover/Aladdin/Passenger 57/Flirting (1992),Proserpina
Written by John Duigan / Sarah de Jong
Music Director Sarah de Jong
Orchestral performance by Sydney Youth Orchestra,I enjoyed this movie. I particularly liked the way they referred to Camus and Sartre in such offhand ways. I think this is the type of move that you must see again and again to get the full impact. I plan to see it a few more times to soak in all the nuances of the plot and character formation.,"
5663,2002-10-18,Below,Matthew Davis|Holt McCallany|Dexter Fletcher|Bruce Greenwood,David Twohy,Horror,6.2,Below,"The character of Dallas was a roofer. Screenwriter Stephanie Fabrizi's sister and father operate a roofing company. To prepare for the role, Erika Linder apprenticed as a roofer with their company for two weeks before shooting the film. She fooled one of their customers into thinking she was actually an experienced roofer after meticulously finishing their roof by herself.,There is a skateboard in the corner of Dallas' bedroom. As Chekhov famously said, ""If there's a skateboard on the wall in act one, scene two, the lesbian must ride the skateboard by act three, scene two."" Dallas never rides the skateboard.,Dallas: Why do women love roofers?
Jasmine: No idea.
Dallas: Because they strip 'em and nail 'em all day long.
Jasmine: Sounds exhausting.
Dallas: I'll be on the same street tomorrow if you want a demonstration.,References Dallas (1978),Pipeline
Performed by Annabelle Chairlegs,What makes this film special is the choreography that is shown in an exceptionally stimulating way. It shows great craftsmanship to film a fantastic sensuality with limited resources. The story is not very special and the dialogues might have had a little more poetic power. But what excels the film in portraying the attraction that both players have towards each other. It has been a long time since I saw a movie that could be so exciting. This is far from being porn. This is top-level sensuality and this movie can compete with 9.5 Weeks and Fatal Attraction.,"
5669,2002-11-15,Bowling for Columbine,Mike Bradley|Michael Moore|Jacobo Arbenz|Salvador Allende,Michael Moore,Documentary,8.0,Bowling for Columbine,"Because the film didn't fit neatly into any established categories at Cannes, the Jury created a special 55th Anniversary Award just for the film.,As Charlton Heston walks away from Michael Moore in the final interview, the scene cuts repeatedly between Heston (point of view from behind Moore) and Moore (point of view from the stairs directly in front of Moore) holding a photo of the slain Flint, Michigan girl and asking Heston to look at it. When the POV is of Moore holding the photo, there is clearly no cameraman anywhere behind him. The same with the POV of Heston, there is clearly no cameraman anywhere in front of Moore. So the two POVs were not filmed simultaneously as the film implies.,Michael Moore: If you were to talk directly to the kids at Columbine or the people in that community, what would you say to them if they were here right now?
Marilyn Manson: I wouldn't say a single word to them. I would listen to what they have to say, and that's what no one did.,In the credits, there is a thank you to Mike's Militia - Athens Branch. This does not exist - Michael Moore, during his speaking engagement at Ohio University, to promote his book, ""Stupid White Men,"" screened two versions of the ""History of gun control"" animated segment, which featured the same animation but different narration. The audience was asked to vote on which of the two versions should be included. After choosing a version, Moore claimed he would include Athens, Ohio and the audience in the credits, but wasn't sure what name to give credit to. Several suggestions were shouted out and Mike Michigan Militia, Athens, OH branch was finally chosen.,In the theatrical release, a caption was inserted into a 1988 Bush-Quayle ad, ""Revolving Doors,"" which read ""Willie Horton released. Then kills again."" In the DVD release, the caption reads ""Willie Horton released. Then rapes a woman."" Neither version makes it clear that the text was not part of the original ad.,Edited from Peasants' Paradise (1931),Take the Skinheads Bowling
(1985)
Written by Victor Krummenacher, David Lowery, Christopher Molla, and
Jonathan Segel
Performed by Teenage Fanclub,Yes Mr. Moore may lean left, and yes he may not be the most objective documentarian.

However the facts stand: America has many, many more deaths attributed to guns than any other nation. It's a sad truth.

Unfortunately Mr. Moore has been vilified for asking why. And typical of the ""head-stuck-in- the-sand"" mentality of the far right, they are angry for his work, not at the facts.

This movie is well done and if you're left, right, in-between, gun nut, or responsible gun owner it is definitely worth viewing.

I suspect most of the negative comments posted about this movie at IMDB and similar sites are by people who haven't seen the movie. They're just angry at what they perceive the movie to be.

It isn't a movie about gun control. It's a movie that merely ask why so many deaths.

Enjoy.,"
5670,2002-11-01,Comedian,Jim Norton|Greg Giraldo|Sherrod Small|Jerry Seinfeld,Christian Charles,Comedy|Documentary,7.0,Comedian,"Interestingly, the funny in-joke teaser trailer for the film has nothing to do with its subject, doesn't feature any scenes or characters from the documentary nor does it ever mention what the movie is even about. It instead follows a trailer narrator called Jack (played by the legendary movie trailer narrator Hal Douglas who along with Don LaFontaine and Nick Tate narrated the trailers for almost every single big Hollywood blockbuster during the 1990's), who's in a recording booth trying to record the opening narration for the trailer for the Comedian, but since the film is not a typical Hollywood blockbuster, Jack is simply unable to find the right non-epic wording that would properly describe such a normal non-blockbuster movie.,Robert Klein: My parents retired to South Florida. They're gone now, but I'll tell you the truth, I have a beef with South Florida. I'll tell you, I don't know what it is. I'm sick about it, bitter. I sent two healthy 65-year old parents to South Florida. 30 years later - dead! I mean what is it, the water, the air - it's a death camp!,After the credits end, there's a short scene in which Colin Quinn tells Seinfeld a very old joke.,Edited from Late Show with David Letterman (1993),Caravan
Written by Duke Ellington and Juan Tizol
Published by Famous Music Corp. (ASCAP) and EMI Mills Music, Inc. (ASCAP)
Performed by Medeski Martin & Wood,While the box promises hilarious comedy, the video it holds delivers a solid documentary about what it takes to be a class act in stand-up comedy, both as an up-and-comer and as someone trying reinvent himself.

Orny Adams is in need of serious mental health help. He consistently goes to pieces and is tortured by his inner demons.

Jerry Seinfeld, on the other hand, shows how someone with a basic sense of self-esteem and a rewarding personal life deals with the nerve-wracking ordeal that is ""creating a compelling live show.""

The picture documents this process carefully and gives good insights for performers in all genre. It's not a laugh riot, and it's -just- compelling enough to watch the whole way through, but it's not something one needs to see twice.,"
5677,2002-10-18,Abandon,Katie Holmes|Charlie Hunnam|Benjamin Bratt|Zooey Deschanel,Stephen Gaghan,Thriller|Drama,4.9,Abandon,"Stephen Gaghan wrote the part of Katie Burke with Katie Holmes in mind.,At the AA meeting, Detective Handler says, ""I'm Wade Handler; I'm a cop."" Last names are not given at AA meetings, to preserve the anonymity of those present.,Samantha Harper: Please, I'll have a double order of escape fantasy and a side order of running away.,Referenced in Film Geek (2005),Pray Observe the Magnanimity
from ""The Pirates of Penzance""
by W.S. Gilbert (as William S. Gilbert) & Arthur Sullivan (as Arthur S. Sullivan),I went with my younger sister for the sole purpose to see the lovely Katie Holmes. I didn't expect much. But trash, the movie was not. I was very impressed with the story, the acting, the Hitchcock-like suspense, and the turn that occurred at the end. My favorite part was the library scene with the eyes behind the bookshelf. A big stepping-stone for Katie Holmes, who I think will continue to get starring roles and turn into a Natalie Wood like star. She is both beautiful and a good actress. This film is definitely a renter, and should have been better accepted when it was released, critic-wise and box office-wise. *** out of ****. Watch it and enjoy.,"
5678,2002-10-18,Formula 51,Samuel L. Jackson|Emily Mortimer|Robert Jezek|Nigel Whitmey,Ronny Yu,Action|Crime|Comedy|Thriller,6.3,Formula 51,"Take a look back at Samuel L. Jackson's movie career in photos.,Writer Stel Pavlou was working as an assistant in a liquor store when he penned his screenplay. It was sent, on speculation, to Tim Roth, as Pavlou knew that Roth insisted on reading all independent scripts sent his way.,When Dakota and Felix are fooling around in the bath-tub, they throw their underpants onto the floor. Yet Felix still is wearing white underpants, visible for some seconds when he's turning around in the tub.,Elmo: You're gonna kiss the sun and taste the motherfuckin' rainbow.,Shortly after the credits start there is a short segment with Elmo on the Golf Course outside the castle on the post card,Featured in HBO First Look: Formula 51 (2002),Them Changes
Written by Buddy Miles (as Miles)
Published by Miles Ahead Music c/o Rondor Music (Ldn) Ltd.
Performed by Buddy Miles
Courtesy of Mercury Records Ltd. (London)
Licensed by kind permission from the Film & TV Licensing Division, Part of the Universal Music Group,Elmo McElroy (Samuel L. Jackson), a streetwise American master chemist comes to England to introduce a new drug to the European rave scene. When he finds himself double crossed in the mob's underworld. The only support that MeElroy finds is a rabid local hood Felix DeSouza (Robert Carlyle), who hates all things American.

Directed by Ronny Yu (Bride of Chucky, Freddy Vs. Jason) made an enjoyable, trashy, indefensible guilty pleasure. Although there is nothing special about this film unless you love seeing Jackson in a Kilt. The film almost has a scene stealing performance by Emily Mortimer as a Hit-Woman. The movie has an good supporting cast like Sean Pertwee, Rhys Ifans and Meat Loaf. This film was a Box Office Flop but it worth a look for fans of the stars or you are in the mood for wild, tongue in cheek, Hong Kong style action/comedy. Samuel L. Jackson is also one of the executive producers. Original British Title:The 51St State. Super 35. (***/*****).,"
5680,2002-11-01,Auto Focus,Greg Kinnear|Rita Wilson|Maria Bello|Willem Dafoe,Paul Schrader,Drama|Crime,6.6,Auto Focus,"The leather jacket that Greg Kinnear wears while playing Bob Crane in the Hogan's Heroes (1965) scenes of this movie is the one that the real Crane actually wore during the filming of that TV series. Crane's son Robert David Crane loaned the jacket to Kinnear for this movie. Prior to the original ""Hogan's Heroes"" show, Frank Sinatra wore this exact same jacket in Von Ryan's Express (1965).,There is a glimpse of the famous Capitol Records building painted silver. At the time of the film, it was actually painted black to resemble a stack of records.,[watching their videotaped orgy]
Bob Crane: What is that on my ass?
John Carpenter: That is my hand.
Bob Crane: Rubbing my ass?
John Carpenter: So what?
Bob Crane: Your fingers are up my cheeks. What you doing in there?,The following deleted scenes appear on the DVD:
Victoria finds Bob's body.
Hogan's Heroes Montage
Bob unloads drums and some dirty magazines fall out.
Anne and Bob talking by the pool.
Anne in the darkroom.,Featured in The Making of 'Auto Focus' (2002),Snap!
Written by Paul Schrader and Angelo Badalamenti
Performed by David Johansen (as Buster Poindexter)
Produced by Brian Koonin,After a while, I really did get more of what director Paul Schrader was aiming for with Auto Focus, the tale of males caught in some sort of odd damnation of both free will and morality. It's more like a drug movie, only here the drug being the opposite sex, and almost a singularly male ego-trip, instead of common narcotics. But it's also a very fine character study where the idea of character is taken into consideration, of how much one can seem a certain way, but then be stuck in with flaws and insecurities and, ultimately, temptation. The last of which is what Schrader puts into focus early on, but then after a while when temptation is gone, the film becomes a direct plunge into complete debauchery. And appropriately, like with all addicts, for a while nothing seems wrong at all about all of this.

Greg Kinnear is definitely in one of his best parts here, as he plays someone who is an actor who keeps his actor-like charms off the set as well. In Hollywood, away from the confines of Connecticut, his Bob Crane lands the lead on Hogan's heroes, but can't resist the first temptations of the night-life. This comes, in an introductory way and then throughout as a tag-along/counterpart, with John Carpenter (not the director, played with the best match by Willem Dafoe of being a creep and alluring at times), who shows him the ropes and hooks him up with video equipment. But as Crane goes deeper into his sexual drives, divorces, marries again and divorces again, his acting career and his livelihood seem to slip away. The themes of being perversely the 'All-American Male' are accentuated by Kinnear's Crane in voice-over as he talks about the unbridled joys of sex, and in an interview with a Christian publication he says 'I don't...make waves'. By the last third of his story, however, into the rot of the 70s, he's lost touch with the reality of his pleasures- or rather necessities.

Auto Focus isn't at times an easy movie to sit through; it's even cringe-worthy in a couple of scenes (notably for me was when he guest stars on a celebrity cooking show, only to keep on his sexually-driven side with audience members). Then there are other scenes (i.e. 'you have fingers up you-know-where', and the genital enhancement) where male masculinity is questioned, and in very peculiar ways between Crane and Carpenter; Crane is homophobic, but then what exactly is Carpenter's function? More than anything, less than being a friend, he becomes a kind of unintentional pusher, where the draw of going out on the town becomes a crux for both of the men. What's just as fascinating then is how Schrader aligns this with his style- the first half is mostly very slick and professional-looking, almost like an HBO bio-pic or something. But then as the characters lose a grip on everything except themselves, there's a hand-held, distorted view to everything. There's lots of nudity and on-screen sex (some blurred out, likely by MPAA request), yet Schrader gets something more shocking, in the mind at least, as Carpenter almost becomes the antagonist in a way as the story winds down (the last phone call marks this most).

Auto Focus has the ideal of the usual biographical drama of a somebody in Hollywood who soon loses himself to becoming a nobody, but there's plenty under the surface that makes it more intriguing. Crane's two sides to his persona- the celebrity one, and the personal 'lifestyle' one- become one and the same after a while, Kinnear being able to make such a near-irredeemable person somewhat sympathetic (or at the least very watchable). And Carpenter's more truthful, emotional, and scary turn is made palatable by Dafoe's equally nuanced performance. It's not great, but it's a near-classic of the tale-of-such-and-such-star when so many don't take in what's deeper into account. A-,"
5689,1991-11-01,Billy Bathgate,Dustin Hoffman|Nicole Kidman|Bruce Willis|Loren Dean,Robert Benton,Crime|Drama,5.9,Billy Bathgate,"Then Disney head Jeffrey Katzenberg opted to produce this gangster epic instead of Warren Beatty's Bugsy (1991) as he figured Beatty's film was too expensive at $40 million. This movie ultimately came in at $50 million, and grossed a mere $15 million during its American release.,When Drew Preston is walking with Billy Bathgate and takes his hand, the close-up shows her hand is on the front. In the next shot, her hand behind his and facing to the rear.,Drew Preston: I'm not his girl, he's my gangster.,Featured in Siskel & Ebert: Curly Sue/House Party 2/The Butcher's Wife/The Rolling Stones at the Max/La Belle Noiseuse (1991),Bye Bye Blackbird
Music by Ray Henderson
Lyrics by Mort Dixon
Sung by singer in nightclub,The big screen adaptation of E. L. Doctorow's novel shows impressive credentials and handsome production values; so why is the finished film so inert? Is it because the story itself, about a fresh-faced Bronx kid who, during the Depression, learns the hard facts of criminal life from mobster Dutch Schultz (and falls for the boss' girlfriend) is so familiar? Could it be the abrupt, anti-climactic ending to the film's clever hopscotch structure? Or is it because the movie is too much about Billy (played by clean-cut newcomer Loren Dean, a throwback to pre-Touchstone Disney) and not his psychotic mentor? No evidence is visible of the much publicized production problems other than a few scenes where dialogue was obviously overdubbed, but the film still looks as if it were made under duress. A strong supporting cast, and Dustin Hoffman's exciting performance as the vulgar Dutch, are saving graces.,"
5707,1981-12-18,Absence of Malice,Paul Newman|Melinda Dillon|Bob Balaban|Sally Field,Sydney Pollack,Drama|Romance,6.9,Absence of Malice,"According to Frank DiGiaomo, Paul Newman stated that this picture was a direct attack on the New York Post because it had published a caption with a photo of Newman, a caption that Newman stated was inaccurate. A row occurred, and the Post allegedly banned his name from appearing in the paper.,The union workers who struck Michael told him that if their union cards were pulled they would not be able to work anywhere. Florida is a right to work state and you don't need to have a union card to work. They would be considered ""scabs"" but they would be able to work at any dock in Miami.,James J. Wells: I tell you something, you're a smart fellow. Don't get too smart. I'm pretty smart myself.
Michael Gallagher: Everybody in the room is smart. Everybody's just doing their job - and Teresa Perrone's dead. Who do I see about that?
James J. Wells: Ain't nobody to see. I wish there was. You're excused now, sir.,Featured in Sneak Previews: Pixote, Ragtime, Buddy Buddy, Absence of Malice (1981),Paul Newman and Sally Field, though somewhat opposites both in their roles as Michael Colin Gallagher and Megan Carter respectively and in real Hollywood life, mesh and make believable lovers. Megan tells Michael that she is 30 something and doesn't need courting to play in the hay. Michael retorts, ""Maybe I do,"" and drives away. Megan winds up somewhat of a failure both as a newspaper hound and as a liberated female. Then along comes Wilford Brimley in a bit part and runs away with the show. That's saying a lot since the well chosen cast gives it all they've got including ace jobs by Bob Balaban and Melinda Dillon.

The essence of the film is ""What is the nature of truth?"" What we read in the paper ain't necessarily so. Jibes are poked at bureaucrats too who certainly have problems determining what is truth. As long as the paperwork looks good then so goes the world. With the Horatio Alger success formula still around in the world of big government and big business, empire builders are a dime a dozen. Usually their asses are saved by cover ups and fall guys. In ""Absence of Malice"" the innocent victim outsmarts the bureaucrats and the Fourth Estate to bring the house of cards down, certainly an anomaly in the 21th century as it was in 1981, maybe even more so.

Admittedly, the film becomes too preachy at times which not only grates on the nerves but also slows the picture down. Yet the well-written script and Sydney Pollack's knowing direction keep it from becoming a total disaster. Not on the level of Pollack's previous ""Three Days of the Condor"" or his next feature ""Tootsie,"" ""Absence of Malice"" still packs a wallop.,"
5712,1981-07-24,Blow Out,Dennis Franz|John Travolta|John Lithgow|Nancy Allen,Brian De Palma,Thriller|Mystery,7.4,Blow Out,"John Travolta suffered from insomnia during the shoot. His lack of sleep helped him create a very moody performance and is why his character seems so downtrodden throughout the movie.,The sound mixer for the slasher movie mutes all of the sounds except the scream of the girl in the shower, in order to prove that it's really her voice. In fact, what he proves is that she's been dubbed: if it were really sound from the location he would not have been able to eliminate the shower or its curtain being pulled aside, as the microphone would have picked them up too.,[last lines]
Jack Terry: It's a good scream. It's a good scream.,Featured in The Tonight Show Starring Johnny Carson: John Travolta/Erma Bombeck (1981),John Travolta is a sound engineer out in the woods during the dead of night trying to record some woods type noises for the latest film he's working on when he sees an accident in which a state governor is killed, a potential presidential candidate. He also records the distinct sound of a gunshot before the car went off a bridge and into a creek at night. Travolta also dives into the creek and rescues Nancy Allen, but is unable to save the male in the car. He finds out later about his VIP status.

Director Brian DePalma obviously used a twist on the tragedy at Chappaquiddick as the basis for Blow Out. The title comes from the official police investigation where they say the car had a blowout which caused the accident, but Travolta insists on his version. And his sticking to the story is making a lot of people uncomfortable.

Travolta does a nice job in a film role that a generation or two earlier James Stewart might have done, the average every man who gets heroic status thrust upon him. He's an ordinary man, but he wants the truth to come out.

Look also for some good performances by Dennis Franz as a sleazy photographer and John Lithgow as a very thorough killer who really loves his job. He not only wants to hide his murder in a forest, he plants his own forest so to speak.

Brian DePalma keeps the tension moving at all times in a manner worthy of Hitchcock. It was a good part for John Travolta, one of the last he would get acclaim for for some time.,"
5718,1981-09-25,Carbon Copy,Dick Martin|Susan Saint James|Jack Warden|George Segal,Michael Schultz,Comedy,5.6,Carbon Copy,"Debut theatrical feature film debut of actor Denzel Washington.,When Walter and Roger check into a hotel the sign says ""Free Ice and TV"". Later in the room, Roger wants to watch TV and states that the TV requires payment of a quarter (25 cents) to watch it. This is most likely due to shady business tactics which can promise something but later retrieve that promise with diverse excuses.,Reverend Hayworth: God is white. It's simple logic. His son is white.
Walter Whitney: That's not proof. I'm white. My son is black.,Featured in Vintage Video: A Chronological 80's Film Rewatch Podcast: Carbon Copy (1981) (2022),I'm Gonna Get Closer to You
Music by Bill Conti
Lyrics by Paul Williams
Performed by Dan Seals (as England Dan Seals),This was the first time I had seen Denzel Washington and our family really enjoyed the movie. We are a Black family, so the White dad buying into the stereotypes about Black people struck us as quite amusing and he deserved his comeuppance for his sorry thinking. The movie was funny and also touching. True, there was a lack of depth in some of the acting, but not all movies that are made contain a great amount of depth. For the most part, if you want to watch a movie that won't assault your eyes or ears, yet entertain you with some true and humorous depiction of slices of life, this is a good one to check out. I've been a Denzel fan ever since I saw ""Carbon Copy"" and it is a part of my ""favorites"" collection.,"
5723,1981-09-18,Continental Divide,John Belushi|Carlin Glynn|Blair Brown|Allen Garfield,Michael Apted,Romance|Comedy,6.1,Continental Divide,"According to Dan Aykroyd, most of the production crew on Neighbors (1981) was on cocaine throughout filming, with the inevitable result that John Belushi was sucked back into an addiction he had been trying to quit. Belushi had been completely clean and sober during the making of Continental Divide (1981) which he shot just before Neighbors (1981).,When Souchak rides the Empire Builder back to Wyoming with Nell, the train takes a route the Empire Builder never takes. In the movie, the train goes through Cedar Rapids, Iowa, and then on to Victor, Wyoming, where they get off. The real Empire Builder goes north from Chicago to Milwaukee and then Minneapolis before heading northwest and crossing North Dakota, Montana and Idaho near the Canadian border. It goes nowhere near Iowa or Wyoming.,Ernie Souchak: It's so quiet up here, you could hear a mouse get a hard on.,At the end of the credits, after some mountain shots, there's a sequence of a selection of some of the black-and-white photos of Ernie and/or Nell that Souchak had on his desk.,Featured in Sneak Previews: Continental Divide, Mommie Dearest, Only When I Laugh, Body Heat, First Monday in October (1981),Theme from Continental Divide (Never Say Goodbye)
Music by Michael Small
Lyrics by Carole Bayer Sager
Performed by Helen Reddy
Available on MCA Records
Record Produced by Joel Diamond,John Belushi - who would have turned 58 today - is remembered as Bluto Blutarsky (""Animal House""), Wild Bill Kelso (""1941""), Jake Blues (""The Blues Brothers""), and various ""SNL"" characters; all totally wacky. In ""Continental Divide"", he got what was probably his one serious role. Although most people pooh-poohed it, I didn't find it that bad. As a Chicago reporter developing a relationship with an eagle researcher (Blair Brown) in the Rocky Mountains, Belushi got the chance to say that he had one serious role before his untimely death. If that is the movie's only real strength, then so be it. It may be worth seeing just for that.

And if I may add one thing: people need to give ""1941"" another chance.,"
5742,1981-08-21,First Monday in October,Walter Matthau|Jan Sterling|Barnard Hughes|Jill Clayburgh,Ronald Neame,Drama|Comedy,6.4,First Monday in October,
5747,1981-08-28,Gallipoli,Mark Lee|Harold Hopkins|Bill Kerr|Charles Lathalu Yunipingu,Peter Weir,Drama|War,7.5,Gallipoli,"Although he is wears an AIF uniform, Colonel Robinson is often mistaken for an Englishman because he has a clipped Anglo-Australian accent, typical of the time.,The Battle of the Nek was not a diversion for the British landing at Suvla, it was a diversion for an attack by New Zealand attack on Sari Bair.,[first lines]
Jack: What are your legs?
Archy Hamilton: Springs. Steel springs.
Jack: What are they going to do?
Archy Hamilton: Hurl me down the track.
Jack: How fast can you run?
Archy Hamilton: As fast as a leopard.,Featured in Sneak Previews: So Fine, Gallipoli, Cattle Annie and Little Britches, True Confessions, Rich and Famous (1981),Adagio in G Minor for Strings & Organ
Composed by Tomaso Albinoni
Performed by Orchestre de Chambre Jean-François Paillard
R.C.A. Records,Filmed in a period of cinematographic transition, between, on the first hand, the old Hollywood productions like The Longest Day (Ken Annakin and 4 others, 1962), A Bridge Too Far (Richard Attenborough, 1977) or The Great Escape (John Sturges, 1963) sometimes completely disconnected from the reality and the atrocities perpetrated on the battlefield by both sides and, on the other hand, darker and immeasurably more realistic productions from the late 70s, such as Come and See (Elem Klimov, 1985), The Deer Hunter (Michael Cimino, 1978), Das Boot (Wolfgang Petersen, 1981) and Le vieux fusil (Robert Enrico, 1975).

Indeed, if the first part of this movie is of a distressing insouciance, the two main protagonists striving to leave Australia to join the peninsula of Gallipoli, Turkey, like two children expecting their next summer camp, the second part is cold and raw, unbridled and cruel. In this respect, the film is appropriately lulled by the album Oxygène (Jean-Michel Jarre, 1976) for the sequences full of hope and carefree, camaraderie and friendship and the adagio of Albinoni (Remo Giazotto, 1945) for the poignant sequences of courage and sacrifice.

A moving film with a neat realization and an excellent cast.,"
